例句編號,主編碼,釋義編號,例句順序,例句,例句標音,華語翻譯
14018,13835,20585,1,伊佮人對相十外回，相無一个有佮意的。,"I kah lâng tuì-siòng tsa̍p-guā huê, siòng bô tsi̍t ê ū kah-ì--ê. ",他跟人相親了十幾次，沒看到一個喜歡的。
14019,13838,20588,1,佮你滾耍笑的，莫受氣啦！,"Kah lí kún-sńg-tshiò--ê, mài siū-khì--lah! ",和你開玩笑的，不要生氣啦！
14020,13839,20589,1,海產食了，腹肚煞滾絞疼，上好緊去看醫生。,"Hái-sán tsia̍h-liáu, pak-tóo suah kún-ká-thiànn, siōng-hó kín khì khuànn i-sing.",吃完海產，肚子竟然翻騰絞痛，最好快去看醫生。
14021,13840,20590,1,共袂食得的菜葉仔揀掉，提去漚肥。,"Kā bē tsia̍h--tit ê tshài-hio̍h-á kíng-tiāu, the̍h-khì au-puî. ",把不能吃的菜葉挑掉，拿去堆肥。
14022,13841,20591,1,漚屎色,àu-sái sik,黃黑骯髒的顏色
14023,13841,20591,2,漚屎面,àu-sái-bīn,臭臉、生氣難看的臉色
14024,13841,20592,1,彼號漚屎議員，專門咧共人貿工程。,"Hit-lō àu-sái gī-uân, tsuan-bûn teh kā lâng bāu kang-thîng.",那種差勁的議員，專門在包工程。
14025,13842,20593,1,阮阿公較早是漢學仔先。,Guán a-kong khah-tsá sī hàn-o̍h-á-sian.,我的祖父以前是在私塾教漢學的老師。
14026,13843,20594,1,生理著愛算會和才通做。,Sing-lí tio̍h-ài sǹg-ē-hô tsiah thang tsò.,生意要划得來才可以做。
14027,13847,20598,1,網仔門破去矣，會走蠓仔入來，愛緊修理予好。,"Bāng-á-mn̂g phuà--khì--ah, ē tsáu báng-á ji̍p--lâi, ài kín siu-lí hōo hó.",紗門破掉了，會跑蚊子進來，要趕緊修理好。
14028,13849,20600,1,伊雖然是散赤家庭出身，毋過伊無認命，拚到最後出頭天。,"I sui-jiân sī sàn-tshiah ka-tîng tshut-sin, m̄-koh i bô jīn-miā, piànn kàu tsuè-āu tshut-thâu-thinn. ",他雖然是清寒家庭出身，但是他不認命，拼到最終出人頭地。
14029,13850,20601,1,這塊桌仔著愛踅頭，讀冊才食會著光。,"Tsit tè toh-á tio̍h-ài se̍h-thâu, tha̍k-tsheh tsiah tsia̍h ē tio̍h kng.",這塊桌子得要掉個頭，讀書才照得到光線。
14030,13850,20602,1,這个十字路口車袂使踅頭。,Tsit ê si̍p-jī-lōo-kháu tshia bē-sái se̍h-thâu. ,這個十字路口不准車輛迴轉。
14031,13852,20605,1,無影跡,bô iánn-tsiah,沒有蹤跡，常用來比喻虛假不實
14032,13852,20605,2,叫伊來鬥顧擔，煞走甲無看見影跡。,"Kiò i lâi tàu kòo-tànn, suah tsáu kah bô khuànn-kìnn iánn-tsiah.",叫他來幫忙顧攤子，卻跑得不見人影。
14033,13852,20605,3,伊講當選了後，欲整頓市場，結果攏無影跡。,"I kóng tòng-suán liáu-āu, beh tsíng-tùn tshī-tiûnn, kiat-kó lóng bô iánn-tsiah. ",他說當選之後，要整頓市場，結果都是虛假。
14034,13853,20606,1,這个撐渡伯仔真𠢕和人客唱褒歌。,Tsit ê the-tōo peh--á tsin gâu hām lâng-kheh tshiùnn po-kua.,這個擺渡老伯很擅長跟客人對唱褒歌。
14035,13854,20607,1,你毋轉去食暗，是欲閣去佗位樂跎？,"Lí m̄ tńg-khì tsia̍h-àm, sī beh koh khì tó-uī lo̍k-tô? ",你不回去吃晚餐，又是要去哪兒逍遙？
14036,13855,20608,1,樓栱去予蛀蟲蛀幾若穿。,Lâu-kông khì hōo tsiù-thâng tsiù kuí-nā tshng.,樓房的橫梁被蛀蟲蛀了好幾個洞。
14037,13855,20609,1,樓栱會使囥一寡仔物件。,Lâu-kông ē-sái khǹg tsi̍t-kuá-á mi̍h-kiānn. ,天花板與屋頂之間的空間可以儲藏一些東西。
14038,13857,20611,1,箭竹仔筍炒肉絲，好食甲。,"Tsìnn-tik-á-sún tshá bah-si, hó-tsia̍h kah.",箭竹筍炒肉絲，好吃得很。
14039,13859,20613,1,共遮的蝦笱下蹛溪裡，掠看有蝦仔無。,"Kā tsia ê hê-kô hē tuà khe--lí, lia̍h khuànn ū hê-á--bô. ",把這些蝦筌放在溪裡，看能不能抓到蝦子。
14041,13864,20618,1,暫時失業，毋通餒志。,"Tsiām-sî sit-gia̍p, m̄-thang lué-tsì.",暫時失業，不要氣餒。
14042,13865,20619,1,麵擔仔,mī-tànn-á,麵攤
14043,13865,20619,2,伊佇路邊咧排擔仔。,I tī lōo-pinn teh pâi tànn-á. ,他在路邊擺攤。
14044,13866,20620,1,伊替人擔罪，才會去坐監。,"I thè lâng tann-tsuē, tsiah ē khì tsē-kann.",他替人頂罪，才會去坐牢。
14045,13869,20623,1,食雄，睏重，作穡貓貓相。,"Tsia̍h hiông, khùn tiōng, tsoh-sit niau-niau-siòng.",吃得兇，睡得多，要工作就東張西望，比喻好吃懶做。
14046,13870,20624,1,現代時行佇結婚的隔轉日頭轉客， 順紲請人客。,"Hiān-tāi sî-kiânn tī kiat-hun ê keh-tńg-ji̍t thâu-tńg-kheh, sūn-suà tshiánn-lâng-kheh.",現代流行在結婚的隔天歸寧， 順便宴請客人。
14047,13873,20627,1,外口嚇嚇叫是咧創啥物？,Guā-kháu heh-heh-kiò sī teh tshòng siánn-mih? ,外頭鬧轟轟的是在幹什麼？
14048,13874,20628,1,戲台小人生，人生大戲台。,"Hì-tâi sió jîn-sing, jîn-sing tuā hì-tâi.",人生如戲，戲如人生。
14049,13876,20630,1,總講一句，是你家己做得來的，毋免去怪別人。,"Tsóng-kóng--tsi̍t-kù, sī lí ka-kī tsò-tit-lâi--ê, m̄-bián khì kuài pa̍t-lâng.",總歸一句，是你自己造成的後果，不用去怪別人。
14050,13879,20633,1,便若神明生，神轎攏會繞境驅煞。,"Piān-nā sîn-bîng senn, sîn-kiō lóng ē jiàu-kíng khu suah.",每逢神明聖誕，神轎都會繞境驅煞。
14051,13880,20634,1,遮的物件舊漚舊臭，閣毋甘擲㧒捔。,"Tsia-ê mi̍h-kiānn kū-àu-kū-tshàu, koh m̄-kam tàn-hiat-ka̍k.",這些東西老舊破爛，還捨不得丟棄。
14052,13881,20635,1,會曉煮雜菜麵的麵擔仔愈來愈少矣。,Ē-hiáu tsú tsa̍p-tshài-mī ê  mī-tànn-á jú lâi jú tsió--ah. ,懂得煮什錦麵的麵攤越來越少了。
14053,13881,20636,1,伊是一个雜菜麵的跤數。,I sī tsi̍t ê tsa̍p-tshài-mī ê kha-siàu. ,他是一個好像樣樣懂卻沒有一項專精的傢伙。
14054,13882,20637,1,今囡仔離跤手矣，你會使去四界遊矣。,"Tann gín-á lī-kha-tshiú--ah, lí ē-sái khì sì-kè iû--ah.",現在孩子不需要全心照顧，你可以到處去玩了。
14055,13883,20638,1,懶性的人做代誌無要無緊，定定會誤著代誌。,"Nuā-sìng ê lâng tsò-tāi-tsì bô-iàu-bô-kín, tiānn-tiānn ē gōo tio̍h tāi-tsì.",懶散的人做事拖拖拉拉，常常會因為他的延誤，拖垮後面所有的活動。
14056,13884,20639,1,這个公園誠曠闊。,Tsit ê kong-hn̂g tsiânn khòng-khuah. ,這個公園很遼闊。
14057,13886,20641,1,空喙著用藥水布包咧，才袂發癀。," Khang-tshuì tio̍h-īng io̍h-tsuí-pòo pau--leh, tsiah bē huat-hông. ",傷口要用紗布包著，才不致於發炎。
14058,13887,20642,1,物件毋通囥顛倒反。,Mi̍h-kiānn m̄-thang khǹg tian-tò-píng.,東西不要放反了。
14059,13887,20643,1,天地顛倒反。,Thinn-tē tian-tó-píng.,天地上下顛倒，不合常理。意指人倫顛倒，長幼無序，或尊卑不分等等。
14060,13888,20644,1,這號症頭實在誠觸纏。,Tsit-lō tsìng-thâu si̍t-tsāi tsiânn tak-tînn.,這種病症實在很麻煩。
14061,13889,20645,1,鰇魚鬚就是鰇魚的跤佮手。,Jiû-hî-tshiu tō sī jiû-hî ê kha kah tshiú.,魷魚的觸手就是魷魚的手跟腳。
14062,13890,20647,1,海水本身就是鹹水。,Hái-tsuí pún-sin tō sī kiâm-tsuí.,海水本身就是鹹水。
14063,13891,20648,1,鹹水魚若是現流仔加足貴的。,Kiâm-tsuí-hî nā-sī hiān-lâu-á ke tsiok kuì--ê.,海魚若是現捕的貴得多。
14064,13893,20650,1,有當時仔食一屑仔鹹梅，會幫助消化。,"Ū-tang-sî-á tsia̍h tsi̍t-sut-á kiâm-muê, ē pang-tsōo siau-huà. ",偶爾吃一點點話梅，可以幫助消化。
14065,13896,20653,1,有的人誠厚譴損，做啥物代誌攏著閣看日。,"Ū-ê lâng tsiânn kāu-khiàn-sńg, tsò siánn-mih tāi-tsì lóng tio̍h koh khuànn-ji̍t. ",有的人有很多禁忌，無論做什麼事情都還得擇日。
14066,13896,20654,1,做譴損,tsò khiàn-sńg,迷信禁忌以巫術做蠱來趨吉避凶。
14067,13897,20655,1,醫生共聽筒囥佇我的胸坎，聽看我的肺部有各樣無。," I-sing kā thiann-tâng khǹg tī guá ê hing-khám, thiann khuànn guá ê hì-pōo ū koh-iūnn--bô. ",醫師把聽診器放在我的胸膛，聽聽看我的肺部有沒有異狀。
14068,13899,20657,1,你做彼是咧了戇工。,Lí tsò he sī teh liáu gōng-kang.,你做那個是白做的。
14069,13900,20658,1,竹仔愛略仔烘一下，才有法度鬱拗。,"Tik-á ài lio̍h-á hang--tsi̍t-ē, tsiah ū huat-tōo ut-áu.",竹子要稍微用火燒烤一下，才有辦法揉彎。
14070,13900,20659,1,伊硬欲鬱拗我。,I ngē beh ut-áu--guá. ,他硬是要誣賴我。
14071,13901,20660,1,六月天火燒埔，規日攏誠鬱熱。,"La̍k-gue̍h-thinn hué-sio-poo, kui-ji̍t lóng tsiânn ut-jua̍h. ",農曆六月的天氣就像火燒山，整天都很悶熱。
14072,13902,20661,1,最近咧落𤺪雨，衫仔褲披較久都袂焦。,"Tsuè-kīn teh lo̍h siān-hōo, sann-á-khòo phi khah kú to bē ta. ",最近霪雨不停，衣褲晾再久也不乾。
14073,13903,20662,1,祭拜愛會記得錢。,Tsè-pài ài ē kì-tit gàn-tsînn. ,祭拜要記得奠酒。
14074,13908,20667,1,老人驚跋倒，毋好山崎。,"Lāu lâng kiann pua̍h-tó, m̄-hó peh suann-kiā. ",老人家怕跌倒，不能爬山坡。
14075,13588,18102,1,伊的車門予人挵一㧌。,I ê tshia-mn̂g hōo lâng lòng tsi̍t mau. ,他的車門被撞了個凹陷。
14076,13909,20668,1,一人才分一疕仔，連楔喙齒縫都無夠。,"Tsi̍t lâng tsiah pun tsi̍t-phí-á, liân seh tshuì-khí-phāng to bô-kàu. ",一人才分得一點點，連塞牙縫都不夠。
14077,13909,20668,2,你莫看伊人一疕仔囝，伊力頭真飽喔！,"Lí mài khuànn i lâng tsi̍t-phí-á kiánn, i la̍t-thâu tsin pá--ooh! ",你別看他是個小不點，他力氣可大著！
14078,13910,20669,1,這个師傅的寸步，逐過攏嘛做甲一必一中。,"Tsit ê sai-hū ê tshùn-pōo, ta̍k-kuè lóng mā tsò kah it-pit-it-tiòng. ",這個師傅的尺寸，每次都做得非常精準。
14079,13911,20670,1,咱七月半普渡彼工，菜碗著攢較腥臊咧，來拜好兄弟仔。,"Lán Tshit-gue̍h-puànn phóo-tōo hit kang, tshài-uánn tio̍h tshuân khah tshenn-tshau--leh, lâi pài hó-hiann-tī-á. ",咱們中元普渡那天，供品得準備豐盛點，來祭拜好兄弟。
14080,13912,20671,1,拚暝工，七晏八晏才去睏。,"Piànn mê-kang, tshit-uànn-peh-uànn tsiah khì khùn. ",趕夜工，很晚才去睡覺。
14081,13913,20672,1,人額有夠，才會用得買團體票。,"Lâng-gia̍h ū-kàu, tsiah ē-īng-tit bé thuân-thé-phiò. ",人數足夠，才可以買團體票。
14082,13913,20672,2,咱遮有八个人，遐的物件才五人額，猶無夠三个人額。,"Lán tsia ū peh ê lâng, hia-ê mi̍h-kiānn tsiah gōo lâng-gia̍h, iáu bô-kàu sann ê lâng-gia̍h. ",咱們這兒有八個人，那些東西才五人份，還不夠三人份。
14083,13914,20673,0,伊生做人懸漢大，氣力飽，夯的貨自然比人較濟。,"I senn-tsò lâng-kuân-hàn-tuā, khuì-la̍t pá, giâ ê huè tsū-jiân pí lâng khah tsē. ",他人高馬大，力氣十足，扛的貨自然比別人還多。
14084,13915,20674,1,拜託伊做代誌，伊攏做甲真入心。,"Pài-thok i tsò tāi-tsì, i lóng tsò kah tsin ji̍p-sim. ",拜託他做事，他都做得很用心。
14085,13915,20675,2,疼人，著愛疼入心。,"Thiànn--lâng, tio̍h-ài thiànn ji̍p-sim. ",疼惜人家，就要真心疼愛。
14086,13915,20676,2,教示的話伊攏會記入心。,Kà-sī ê uē i lóng ē kì ji̍p-sim. ,訓示的話他都聽得進去。
14087,13916,20677,0,攑刀的時愛攑刀柄，毋通去捎刀鋩。,"Gia̍h to ê sî ài gia̍h to-pènn, m̄-thang khì sa to-mê. ",拿刀的時候要拿刀柄，不要拿刀刃。
14088,13917,20678,0,伊力草真飽，工課做規工嘛袂忝。,"I la̍t-tsháu tsin pá, khang-khuè tsò kui-kang mā bē thiám. ",他精體力充沛，工作一整天也不累。
14089,13918,20679,0,彼箍行路使三角六肩，袂輸𨑨迌人。,"Hit-khoo kiânn-lōo sái sann-kak-la̍k-king, bē-su tshit-thô-lâng. ",那傢伙走路大搖大擺的，就像黑道中人。
14090,13919,20680,0,報名到昨昏是上尾工，今仔日才欲報就袂赴矣。,"Pò-miâ kàu tsa-hng sī siōng-bué kang, kin-á-ji̍t tsiah beh pò tō bē-hù--ah. ",報名到昨天是最後一天，今天才要報名就來不及了。
14091,13919,20680,1,上尾名,siōng-bué miâ,最後一名
14092,13920,20681,0,這个囡仔誠袂上教，較教都教袂曉。,"Tsit ê gín-á tsiânn bē tsiūnn-kà, khah kà to kà bē-hiáu. ",這個孩子很不受教，怎麼教都教不會。
14093,13921,20682,0,這尾魚仔上無有三斤重。,Tsit bué hî-á siōng-bô ū sann kin tāng. ,這條魚至少有三斤重。
14094,13922,20683,0,我轉來欲攢下晝頓，行入灶跤就看著大漢查某囝當咧煮矣。,"Guá tńg-lâi beh tshuân ē-tàu-tǹg, kiânn ji̍p tsàu-kha tō khuànn-tio̍h tuā-hàn tsa-bóo-kiánn tng-teh tsú--ah. ",我回來要做午飯，走進廚房就看到大女兒正在煮了。
14095,13923,20684,1,久年的心願,kú-nî ê sim-guān,多年的心願
14096,13923,20684,2,這久年症頭矣，著愛耐心治療，沓沓仔調養，才會見效。,"Tse kú-nî tsìng-thâu--ah, tio̍h-ài nāi-sim tī-liâu, ta̍uh-ta̍uh-á tiâu-ióng, tsiah ē kiàn-hāu. ",這是老毛病了，得要耐心治療，慢慢調養，才會見效。
14097,13924,20685,1,大人大種矣，著較會曉想咧，毋通閣予序大人操煩。,"Tuā-lâng-tuā-tsíng--ah, tio̍h khah ē-hiáu siūnn--leh, m̄-thang koh hōo sī-tuā-lâng tshau-huân. ",老大不小了，想法得要成熟一點，不要再讓父母操心。
14098,13924,20686,1,大人大種矣，磕袂著就起跤動手，有夠卸世眾！,"Tuā-lâng-tuā-tsíng--ah, kha̍p-bē-tio̍h tō khí-kha-tāng-tshiú, ū-kàu sià-sì-tsìng. ",都是大人了，動不動就拳腳相向，非常丟人現眼。
14099,13925,20687,1,風颱過了後，欲去抾大水柴著愛遵守法規。,"Hong-thai kuè liáu-āu, beh khì khioh tuā-tsuí-tshâ tio̍h-ài tsun-siú huat-kui. ",颱風過後，要去撿漂流木得要遵守法規。
14100,13926,20688,1,舊曆十二月，芥菜大出。,"Kū-li̍k tsa̍p-jī--gue̍h, kuà-tshài tuā-tshut. ",農曆十二月，芥菜盛產。
14101,13926,20688,2,果子大出的時上好食，價數閣俗。,"Kué-tsí tuā-tshut ê sî siōng hó-tsia̍h, kè-siàu koh sio̍k. ",水果類盛產時最好吃，價格又便宜。
14102,13927,20689,0,伊逐改送禮，攏是大出手，毋是大鮑魚就是高麗參。,"I ta̍k-kái sàng-lé, lóng sī tuā-tshut-tshiú, m̄-sī tuā pau-hî tō sī ko-lê-sim. ",他每次送禮，總是出手大方，不是大鮑魚就是人參。
14103,13928,20691,1,我感覺做人毋通傷大目孔。,Guá kám-kak tsò-lâng m̄-thang siunn tuā-ba̍k-khóng. ,我覺得做人不要太勢利眼。
14104,13929,20692,1,大百錢,tuā-pah tsînn,大筆錢、大把鈔票
14105,13929,20692,2,燒大百金,sio tuā-pah kim,燒很多金銀紙
14106,13929,20692,3,錢大百，人落肉。,"Tsînn tuā-pah, lâng lo̍h-bah. ",俗語，為了賺大錢，導致人面黃肌瘦。
14107,13929,20693,1,大百的,tuā-pah--ê,大鈔
14108,13930,20694,1,兜是大家口，三頓煮食攏用大灶。,"In tau sī tuā-ke-kháu, sann-tǹg tsú-tsia̍h lóng īng tuā-tsàu. ",他家是個大家庭，三餐的烹調都用大灶。
14109,13931,20695,1,你大身大命，出入行踏愛細膩喔！,"Lí tuā-sin-tuā-miā, tshut-ji̍p kiânn-ta̍h ài sè-jī--ooh! ",你身懷六甲，出入走路行動要小心喔！
14110,13931,20696,1,看著有身的新婦佇咧摒掃，阿婆就會喝講：「大身大命喔！我來就好。」,"Khuànn-tio̍h in ū-sin ê sin-pū tī-leh piànn-sàu, a-pô tō ē huah kóng, ""Tuā-sin-tuā-miā--ooh! Guá lâi tō hó."" ",看到她懷孕的媳婦在打掃，阿婆就會說：「一身二命喔！我來就好。」
14111,13932,20697,1,做彼款生理，毋是趁大錢，就是了大注。,"Tsò hit khuán sing-lí, m̄ sī thàn tuā-tsînn, tō sī liáu tuā-tù. ",做那種生意，不是賺大錢，就是賠大錢。
14112,13933,20698,1,看兩个大肥相偃，實在真古錐，尻川䫌予人看現現。,"Khuànn nn̄g ê tuā-puî sio-ián, si̍t-tsāi tsin kóo-tsui, kha-tshng-phué hōo lâng khuànn-hiān-hiān. ",看兩個肥胖的人在相撲，實在很可愛，屁股肉讓人看得一清二楚。
14113,13933,20699,1,以前的人對屎礐仔舀屎尿起來，囥予伊發酵過，變做大肥，就聽好沃菜。,"Í-tsîng ê lâng tuì sái-ha̍k-á iúnn sái-jiō khí--lâi, khǹg hōo i huat-kànn--kuè, piàn-tsò tuā-puî, tō thìng-hó ak-tshài. ",以前的人從糞坑舀屎糞上來，放著讓它發酵後，成為糞肥，就可以澆菜。
14114,13934,20700,1,我這陣拄好無散票，大張的予你找敢好？,"Guá tsit-tsūn tú-hó bô suánn-phiò, tuā-tiunn--ê hōo lí tsāu kám hó? ",我這會兒剛好沒有小鈔，大鈔讓你找錢好嗎？
14115,13935,20701,1,咱明仔早起招恁大細腎來去山。,Lán bîn-á-tsá-khí tsio lín tuā-sè-siān lâi-khì peh-suann. ,我們明天早上邀你連襟一起去爬山。
14116,13936,20702,1,伊是大漢囝，愛照顧小弟、小妹。,"I sī tuā-hàn-kiánn, ài tsiàu-kòo sió-tī, sió-muē. ",他是長子，得要照顧弟弟、妹妹。
14117,13937,20703,1,你開毋著向矣啦！緊大翻頭斡倒轉來。,Lí khui m̄-tio̍h hiòng--ah--lah! Kín tuā-huan-thâu uat tò-tńg--lâi. ,你開錯方向了，趕快大回轉開回頭來。
14118,13937,20703,2,頭前地場較闊，你車開去遐大翻頭，按呢較好轉踅。,"Thâu-tsîng tē-tiûnn khah khuah, lí tshia khui khì hia tuā-huan-thâu, án-ne khah hó tńg-se̍h. ",前面場地較寬敞，你車子開去那邊大回轉，這樣比較方便轉回頭。
14119,13938,20704,1,囡仔咧睏晝，你毋通遐爾大嚨喉空。,"Gín-á teh khùn-tàu, lí m̄-thang hiah-nī tuā-nâ-âu-khang. ",孩子在睡午覺，你別那麼大嗓門。
14120,13938,20705,1,伊是咱遮出名的大嚨喉空，遠遠就會當聽著伊講話的聲矣。,"I sī lán tsia tshut-miâ ê tuā-nâ-âu-khang, hn̄g-hn̄g tō ē-tàng thiann-tio̍h i kóng-uē ê siann--ah. ",他是我們這裡出了名的大嗓門，遠遠地就可以聽到他的聲音了。
