序號,方言差編碼,詞目,鹿港,三峽,臺北,宜蘭,臺南,高雄,金門,馬公,新竹,臺中
926,[方1]0929,針車,"ミシン　mi33-sin51, 針車　tsam-tshia","ミシン　mi33-sin51, 裁縫車　tshâi-hông-tshia","ミシン　mi33-sin51, 裁縫車仔　tshâi-hông-tshia-á",ミシン　mi33-sin51,"ミシン　mi33-sin51, 裁縫車　tshâi-hông-tshia","ミシン　mi33-sin51, 裁縫車　tshâi-hông-tshia","針車　tsam-tshia, 裁縫車　tshâi-hông-tshia",針車　tsam-tshia ,"裁縫車　tshâi-hông-tshia, ミシン　mi33-sin51","車衫車仔　tshia-sann-tshia-á, ミシン　mi33-sin51"
927,[方1]0930,磁鐵,吸石　khi̍p-tsio̍h,吸鐵　khip-thih,吸鐵　khip-thih,吸鐵　hiap-thih,吸鐵　khip-thih,"じしゃく　ji33-sia55-kuh3, 吸石仔　khi̍p-tsio̍rh-á",吸石　khip-tsio̍h,吸石　khip-tsio̍h,吸鐵　khip-thih,吸石仔　khip-tsio̍h-á
928,[方1]0931,熱水瓶,燒罐　sio-kuàn,滾水罐　kún-tsuí-kuàn,滾水罐　kún-tsuí-kuàn,滾水罐　kún-tsuí-kuàn,"滾水罐　kún-tsuí-kuàn, 燒罐　sior-kuàn",燒罐　sior-kuàn,電罐　tiān-kuàn,滾水罐　kún-tsuí-kuàn ,滾水瓶　kún-tsuí-pân,熱水罐　jia̍t-tsuí-kuàn
929,[方1]0932,草蓆,草蓆　tsháu-tshio̍h,草蓆　tsháu-tshiō,草蓆　tsháu-tshio̍h,草蓆仔　tsháu-tshiō-á,草蓆仔　tsháu-tshio̍rh-á,草蓆仔　tsháu-tshio̍rh-á,草蓆　tsháu-tshio̍h,草蓆　tsháu-tshio̍h,草蓆仔　tsháu-tshio̍h-á,草蓆仔　tsháu-tshio̍h-á
930,[方1]0933,椅轎,轎車椅　kiǒ-tshia-í,母囝椅　bú-kánn-í,母囝椅　bó-kiánn-í,椅轎仔　í-kiō-á,椅轎仔　í-kiōr-á,椅轎仔　í-kiōr-á,椅轎　í-kiō,椅轎　í-kiō,椅轎　í-kiō,椅轎　í-kiō
931,[方1]0934,火爐,烘爐　hang-lôo,烘爐　hang-lôo,"火爐　hé-lôo, 烘爐　hang-lôo","火爐　hué-lôo, 烘爐　hang-lôo","火爐　hué-lôo, 烘爐　hang-lôo","火爐　hué-lôo, 烘爐　hang-lôo",烘爐　hang-lôo,烘爐　hang-lôo,"火爐　hér-lôo; hé-lôo, 烘爐　hang-lôo",烘爐　hang-lôo
932,[方1]0935,蠶,娘仔　niû-á,娘仔　niû-á,娘仔　niû-á,娘仔　niû-á,蠶仔　thâm-á,蠶仔　thâm-á,"娘仔　niû--á, 蠶　tshâm","娘仔　niû--á, 蠶　tshâm",娘仔　niû-á ,娘仔　niû-á 
933,[方1]0936,紅蔥頭,蔥仔頭　tshang-á-thâu,蔥仔珠　tshang-á-tsu,蔥頭　tshang-thâu,紅蔥仔頭　âng-tshang-á-thâu,紅蔥仔頭　âng-tshang-á-thâu,蔥仔頭　tshang-á-thâu,蔥頭　tshang-thâu,蔥頭　tshang-thâu,紅蔥頭　âng-tshang-thâu,紅蔥頭　âng-tshang-thâu
934,[方1]0937,桑椹,桑材　sng-tsâi,桑材仔　sng-tsâi-á,桑材仔　sng-tsâi-á,"娘仔樹子　niû-á-tshiū-tsí, 鹽酸仔　iâm-sng-á","桑材　sng-tsâi, 桑椹　sng-suî, 鹽酸仔　iâm-sng-á",鹽酸仔　iâm-sng-á,桑材　sng-tsâi,桑椹　sng-suî,桑材　sng-tsâi,桑椹樹　sng-suî-tshiū 
935,[方1]0938,錦蛇,暫無資料　,暫無資料　,錦蛇　gím-tsuâ,錦蛇　kím-tsuâ,暫無資料　,暫無資料　,"臭腥母　tshàu-tshinn-bú, 錦蛇　gím-tsuâ",錦蛇　gím-tsuâ,"大山剌　tuā-suann-lua̍h, 錦蛇　gím-tsuâ",錦蛇　kím-tsuâ
936,[方1]0939,蟬,"𧌄蜅蠐　hám-koo-tshê, 青吱仔　tshinn-ki-á",吱蟬　ki-siân,"𧌄蜅蠐　am-poo-tshê, 蟬仔　siân-á",蟬　siân,"𧌄蜅蠐　am-poo-tsê, 蟬仔　siân-á",𧌄蜅蠐仔　ám-poo-tsê-á,"蟬仔　siân--á, 大蛚　tuā-lē, 𧌄哺蠐　ham-koo-tshêr　","蟬　siân, 𧌄哺蠐　iam-ko-tsê","蟬蠳　siân-ni, 蛣蛚　kiat-le　　",蟬　siân　　
937,[方1]0940,蝙蝠,夜婆　iǎ-pô,密婆　bi̍t-pô,"日婆　li̍t-pô, 夜婆　iā-pô, 密婆　bi̍t-pô",密婆　bi̍t-pô,夜婆　iā-pôr,夜婆仔　iā-pôr-á,"月婆　ge̍rh-pô, 密婆　bi̍t-pô, 夜婆　iā-pô",蝙蝠　pián-hok ,夜婆　iā-pô,日婆　gi̍t-pô
938,[方1]0941,繭,娘仔觳　niû-á-phok,娘仔觳　niû-á-khok,觳仔　khok-á,觳仔　khok-á,塗豆仁　thôo-tāu-lîn,暫無資料　,娘仔繭　niû-á-kián,娘仔繭　niû-á-kán,娘仔觳仔　niû-á-khok-á,娘仔觳仔　niû-á-khok-á
939,[方1]0942,烏賊,墨賊　ba̍k-tsa̍t,墨賊仔　ba̍k-tsa̍t-á,墨賊　ba̍k-tsa̍t,墨賊　ba̍k-tsa̍t,墨賊　ba̍k-tsa̍t,墨賊仔　ba̍k-tsa̍t-á,墨賊　ba̍k-tsa̍t,墨賊　ba̍k-tsa̍t,墨賊仔　ba̍k-tsa̍t-á,墨賊仔　ba̍k-tsa̍t-á
940,[方1]0943,菅芒,菅芒　kuann-bâng,菅芒　kuann-bâng,菅芒　kuann-bâng,菅芒　kuann-bang; kuann-bâng,菅芒　kuann-bang; kuann-bâng,菅蓁仔　kuann-tsin-á,"菅芒仔　kuann-bâng--á, 菅芒　kuann-bâng ","芒草　bâng-tsháu, 菅芒　kuann-bâng ",菅芒　kuann-bâng ,菅芒　kuann-bâng 
941,[方1]0944,醃瓜,醃瓜　âm-kue,醃瓜　âm-kue,醃瓜　âm-kue,醃瓜仔　iâm-kue-á,醃瓜　âm-kue,醃瓜仔　âm-kue-á,醃瓜　âm-kue,醃瓜　iâm-kue,醃瓜　âm-kue,醃瓜仔　âm-kue-á
942,[方1]0945,月經,"月經　ge̍rh-king, 來洗　lâi-sué","行經　kiânn-king, 來洗　lâi-seré",行經　kiânn-king,行經　kiânn-king,"メンス　me51-su11, 月經　gue̍h-king, 行經　kiânn-king, 來洗　lâi-sé","行經　kiânn-king, 來洗　lâi-sé",行經　kiânn-king,行經　kiânn-king,來洗　lâi-sué,來咧洗　lâi-leh-sé
943,[方1]0946,刮痧,"刮　kuih, 掠痧筋　lia̍h-sua-kun",剾痧　khau-sua,掠痧筋　lia̍h-sua-kun,"刮　kueh, 掠痧筋　lia̍h-sua-kin","刮　kuih, 挽筋　bán-kin, 掠痧筋　lia̍h-sua-kin","挽筋　bán-kin, 掠痧筋　lia̍h-sua-kin",暫無資料　,剾痧　khau-sua,"刮刮咧　kuih-kuih--leh, 剾剾咧　khau-khau--leh",剾痧　khau-sua
944,[方1]0947,搗藥具,舂臼仔　tsing-khǔ-á,舂臼　tsing-khū,舂臼　tsing-khū,舂臼仔囝　tsing-khū-á-kiánn,舂臼仔　tsing-khū-á,舂臼仔囝　tsing-khū-á-kiánn,舂臼仔　tsing-khū--á,舂臼　tsing-khū,舂臼仔　tsing-khū-á,舂磨仔　tsing-bō-á
945,[方1]0948,茅根,茅仔草　hm̂-á-tsháu,茅仔草　m̂-á-tsháu,茅草根　hm̂-tsháu-kun,茅草根　hm̂-tsháu-kin,茅草芽　hm̂-tsháu-gê,茅草根　hm̂-tsháu-kin,茅草根　hm̂-tsháu-kun,茅草根　hm̂-tsháu-kun,茅草根　hm̂-tsháu-kun,"茅草根　hm̂-tsháu-kin, 麻仔根　muâ-á-kin"
946,[方1]0949,黃連,黃連　n̂g-nî,黃連　n̂g-nî,黃連　n̂g-nî,黃連　uînn-nî; uînn-liân,黃連　n̂g-nî,老連　láu-nî,黃連　n̂g-nî,老連　láu-nî,黃連　n̂g-nî,黃連　n̂g-nî
947,[方1]0950,起乩,跳童　thiàu-tâng,起童　khí-tâng,跳童　thiàu-tâng,趒童　tiô-tâng,"起童　khí-tâng, 趒童　thiôr-tâng",起童　khí-tâng,跳童　thiàu-tâng,"起童　khí-tâng, 上童　tsiūnn-tâng",跳童　thiàu-tâng,起童　khí-tâng
948,[方1]0951,捐獻,抾眾錢　khioh-tsìng-tsînn,添油香　thiam-iû-hiunn,抾緣錢　khioh-iân-tsînn,題緣金　tê-iân-kim,題緣金　tê-iân-kim,題緣金　tê-iân-kim,題緣金　tuê-iân-kim,題緣金　tuê-iân-kim,"題緣金　tuê-iân-kim, 樂捐　lo̍k-kuan",抾錢　khioh-tsînn
949,[方1]0952,撿紅點,抾紅點　khioh-âng-tiám,抾紅點　khioh-âng-tiám,抾紅點仔　khioh-âng-tiám-á,抾紅點　khioh-âng-tiám,抾紅點　khiorh-âng-tiám,抾紅點　khiorh-âng-tiám,抾紅點　khioh-âng-tiám,抾紅點　khioh-âng-tiám,抾紅點　khioh-âng-tiám,抾紅點　khioh-âng-tiám
950,[方1]0953,翻筋斗,躍跤仔輪　ik-kau-á-lin,拋輾斗　pha-lìn-táu,"捙畚斗　tshia-pùn-táu, 拋捙輪　pha-tshia-lin",捙畚斗　tshia-pùn-táu,反死狗仔　píng-sí-káu-á,"反加薦　píng-ka-tsì, 反輾狗仔　píng-liàn-káu-á",拋輾狗　pha-lìn-káu,拋輾狗　pha-lìn-káu,拋輦斗　pha-lín-táu,反輦狗仔　píng-lián-káu-á
951,[方1]0954,潛水,藏水沬　tshàng-tsuí-bǐ,藏鼻　tshàng-phī,藏水沬　tshàng-tsuí-bī,藏沬　tshàng-bī,踮水沬　tiàm-tsuí-bī,藏沬　tshàng-bī,鑽水鼻　tsǹg-tsuí-phī,沬水　bī-tsuí,竄水沬　tshǹg-tsuí-bī,藏水沬　tshàng-tsuí-bī
952,[方1]0955,烏龜,烏龜　oo-kui,烏龜　oo-kui,烏龜　oo-kui,烏龜　oo-kui,烏龜　oo-kui,烏龜仔　oo-kui-á,烏龜　oo-kui,烏龜頭　oo-kui-thâu,烏龜　oo-kui,烏龜　oo-kui
953,[方1]0956,妓院,"查某間　tsa-bóo-king, 烏間　oo-king, 跤梢間　kha-sau-king",跤梢間仔　kha-sau-king-á,跤梢間仔　kha-sau-king-á,"妓女戶　ki-lí-hōo, 酒家　tsiú-ka, 暗間仔　àm-king-á, 跤梢間仔　kha-sau-king-á","酒家　tsiú-ka, 跤梢間仔　kha-sau-king-á","妓女戶　ki-lú-hōo, 酒家　tsiú-ka, 暗間仔　àm-king-á, 跤梢間仔　kha-sau-king-á","相楗仔　sann-kāinn--á, 妓女戶　ki-lír-hōo","跤踃間　kha-sau-king, 妓女院　ki-lú-īnn","跤梢間仔　kha-sau-king-á, 趁食間仔　thàn-tsia̍h-king-á","跤梢間仔　kha-sau-king-á, 查某間　tsa-bóo-king"
954,[方1]0957,連續打嗝,呼呃仔　khoo-irh-á,拍呃仔　phah-erh-á,呼噎仔　khoo-uh-á,拍噎仔　phah-uh-á,呼噎仔　khoo-uh-á,"呼呃仔　khoo-eh-á, 拍噎仔　phah-uh-á",呼屎呃　khoo-sái-èr,呼屎呃　khoo-sái-è ,呼屎呃　khoo-sái-eh,呼噎仔　khoo-uh-á
955,[方1]0958,陡,"崎　kiǎ, 趨　tshu","崎　kiā, 趨　tshu","崎　kiā, 趨　tshu","崎　kiā, 趨　tshu","崎　kiā, 趨　tshu","崎　kiā, 趨　tshu",崎　kiā,崎　kiā,崎　kiā,崎　kiā
956,[方1]0959,肥,"大箍　tuǎ-khoo, 肥　puî",大箍　tuā-khoo,"大箍　tuā-khoo, 肥　puî","大箍　tuā-khoo, 肥　puî","大箍　tuā-khoo, 肥　puî","大箍　tuā-khoo, 肥　puî","大箍　tuā-khoo, 肥　puî","大箍　tuā-khoo, 肥　puî",肥　puî,"肥　puî, 大箍　tuā-khoo"
957,[方1]0960,披著,幔　mua,幔　mua,幔　mua,幔咧　mua--leh,"披咧　phi--leh, 幔　mua",幔咧　mua--leh,幔　mua,幔　mua,幔　mua,"幔　mua, 袚　phua̍h"
958,[方1]0961,曬太陽,曝日頭　pha̍k-li̍t-thâu,曝日頭　pha̍k-ji̍t-thâu,曝日頭　pha̍k-li̍t-thâu,曝日頭　pha̍k-ji̍t-thâu,曝日頭　pha̍k-ji̍t-thâu,曝日頭　pha̍k-ji̍t-thâu,曝日頭　pha̍k-ji̍t-thâu,曝日頭　pha̍k-ji̍t-thâu,曝日　pha̍k-li̍t ,曝日頭　pha̍k-gi̍t-thâu 
959,[方1]0962,抓鬮,抽鬮　liu-khau,抽鬮　liu-khau,抽鬮　liu-khau,抽鬮仔　liu-khau-á,抽鬮仔　liu-khau-á,抽鬮仔　liu-khau-á,抽鬮　liu-khau,抽鬮　liu-khau,"抽鬮　liu-khau, 拈鬮　liam-khau",抽鬮仔　thiu-khau-á; liu-khau-á
960,[方1]0963,紫色,茄色　kiô-sik,"茄色　kiô-sik, 紫色　tsí-sik",茄仔色　kiô-á-sik,"茄花色　kiô-hue-sik, 紫色　tsí-sik","紅菜色　âng-tshài-sik, 紫色　tsí-sik","茄花色　kiôr-hue-sik, 紫色　tsí-sik",茄仔色　kiô-á-sik,"茄仔色　kiô-á-sik, 紫色　tsí-sik",茄色　kiô-sik,"紫色　tsí-sik, 茄仔色　kiô-á-sik"
961,[方1]0964,是,是　sǐ,是　sī,是啦　sī--lah,"嘿啦　hènn--lah, 嘿　hènn; hiàu",嘿啦　hènn--lah; hiàu,嘿啦　hènn--lah,正是　tsiànn-sī,嘿　hènn,"是　sī, 嘿　hènn, 諾　hànn","是　sī, 嘿　hēnn"
962,[方1]0965,胸罩,"內䘥仔　lǎi-kah-á, 奶帕仔　lin-phè-á",奶帕仔　lin-phè-á,"內䘥仔　lāi-kah-á, 奶帕仔　ni-phè-á","䘥仔　kah-á, 內䘥仔　lāi-kah-á, 奶帕仔　ling-phè-á","䘥仔　kah-á, ブラジャー　bu33-la51-jia11, 內䘥仔　lāi-kah-á, 內衫　lāi-sann, 奶帕仔　ni-phè-á","ブラジャー　bu33-la51-jia11, 內䘥仔　lāi-kah-á, 內衫　lāi-sann, 奶仔帕　ni-á-phè","奶罩　lin-tà, 奶䘥仔　lin-kah--á","奶帕　ni-phà, 內䘥仔　lāi-kah--á ","奶帕仔　lin-phè-á, ブラジャー　bu33-la55-tsia11","奶帕仔　ling-phè-á, 內䘥仔　lāi-kah-á"
963,[方1]0966,拖鞋,淺拖　tshián-thua,"ぞうり仔　lo55-li55-a51,スリッパ　sir33-li55-pah3, 拖仔　thua-á","ぞうり仔　lo55-li55-a51,スリッパ　sir33-li55-pah3, 淺拖　tshián-thua","草履仔　tsháu-lí-á, 淺拖仔　tshián-thua-á","ぞうり仔　lo55-li55-a51,スリッパ　sir33-li55-pah3, 淺拖　tshián-thua","ぞうり仔　lo55-li55-a51, 淺拖仔　tshián-thua-á",鞋拖　uê-thua,淺拖　tshián-thua,"淺拖　tshián-thua, スリッパ　sir33-lit5-pah3","淺拖　tshián-thua, スリッパ　su33-li55-pah3"
964,[方1]0967,圍兜,瀾垂　nuǎ-sê,肚圍仔　tōo-uî-á,頷垂　ām-sê,頷垂仔　ām-sê-á,瀾垂　nuā-sê,流瀾垂　lâu-nuā-sê,"瀾垂　nuā-sê, 瀾踅　nuā-se̍rh",瀾垂　nuā-sê ,瀾垂　nuā-sê ,頷垂仔　ām-sê-á 
965,[方1]0968,棟樑,中脊楹　tiong-tsit-înn,中脊　tiong-tsit,中脊　tiong-tsit,中楹　tiong-ênn,"中脊　tiong-tsit, 中樑　tiong-niôo",中樑　tiong-niû,"中脊楹　tiong-tsit-înn, 中樑　tiong-niû","中脊　tiong-tsit, 中樑　tiong-niû",樑　niû,樑　niû
966,[方1]0969,母親(面稱),"阿母　a-bú, 阿娘　a-niâ, 姨仔　î--á","阿母　a-bú, 阿娘　a-niâ, 姨仔　î--á","阿母　a-bú, 阿娘　a-niâ, 媽媽　ma-ma","阿母　a-bó, 阿娘　a-niâ","おかあさん　oo33-kha51-sang11, 阿母　a-bór, 俺娘仔　án-niâ--á, 娘嬭　niôo-lé","かあさん　kha51-sang11, 阿母仔　a-bú--á",俺娘仔　án-niâ--á,阿母　a-bú,"媽媽　má-mah, 阿娘　a-niâ, 阿母　a-bú","媽媽　má-mah, 阿母　a-bú"
967,[方1]0970,夫妻,翁某　ang-bóo,翁仔某　ang-á-bóo,翁仔某　ang-á-bóo,翁仔某　ang-á-bóo,翁仔某　ang-á-bóo,翁仔某　ang-á-bóo,翁仔某　ang-á-bóo,翁仔某　ang-á-bóo,翁仔某　ang-á-bóo,翁仔某　ang-á-bóo
968,[方1]0971,丈夫的妹妹,小姑　sió-koo,小姑仔　sió-koo-á,小姑　sió-koo,細姑仔　sè-koo-á,小姑仔　siór-koo-á,小姑仔　siór-koo-á,小姑　sió-koo,小姑　sió-koo,小姑仔　sió-koo-á,小姑仔　sió-koo-á
969,[方1]0972,連襟,"大細丈　tuǎ-suè-tiǔnn, 大細仙　tuǎ-suè-sian, 連襟　liân-khim",大細仙　tuā-serè-sian,大細丈　tuā-suè-tiūnn,大細仙　tuā-suè-sian; tuā-sè-sian,同門的　tâng-mn̂g--ê,"大細仙　tuā-sè-sian, 大細輦　tuā-sè-lián, 同門的　tâng-mn̂g--ê","楗个　kāinn--ê, 連襟　liân-khim",同門　tâng-mn̂g,大細丈　tuā-suè-tiūnn,大細腎　tuā-sè-siān
970,[方1]0973,妯娌,"同姒仔　tâng-sǎi-á, 妯娌　ti̍k-lí",同姒仔　tâng-sǎi-á,同姒仔　tâng-sāi-á,"同姒仔　tâng-sāi-á, 妯娌　ti̍k-lí",同姒仔　tâng-sāi-á,同姒　tâng-sāi,同姒　tâng-sāi,同姒仔　tâng-sāi--á,同姒仔　tâng-sāi-á,同姒仔　tâng-sāi-á
971,[方1]0974,外甥,外甥　guē-sing,外甥仔　guē-sing-á,外甥　guē-sing,外甥仔　guē-sing-á,外甥仔　guē-sing-á,外甥仔　guē-sing-á,外甥　guē-sing,外甥　guē-sing,外甥仔　guē-sing-á,"外甥仔　guē-sing-á, 孫仔　sun-á"
972,[方1]0975,左撇子,"倒手仔𨂿　tò-tshiú-á-uainnh, 倒手仔猴　tò-tshiú-á-kâu",䆀手仔拐　bái-tshiú-á-kuāi,"倒手仔拐　tò-tshiú-á-kuāi, 倒手仔剾刀　tò-tshiú-á-khau-to",倒手拐仔　tò-tshiú-kuáinn-á,倒手拐　tòr-tshiú-kuainnh,"䆀手　bái-tshiú, 倒手拐　tòr-tshiú-kuainnh; tòr-tshiú-kuáinn",倒手抉　tò-tshiú-kuat ,倒手拐　tò-tshiú-kuái,倒手拐　tò-tshiú-kuaih,倒手拐仔　tò-tshiú-kuáinn-á
973,[方1]0976,去世,死去　sí--khìr,死去　sí--khìr,死去　sí--khù,死去　sí--khì,死去　sí--khì,死去　sí--khì,死去　sí--khìr,死去　sí--khù,曲去　khiau--khìr,死去　sí--khì
974,[方1]0977,去世(委婉),"老　lǎu, 無去　bô--khìr, 過身　kèr-sin, 轉去　tńg--khìr","老去　lāu-khìr, 往生　óng-sing, 過身　kèr-sin","老　lāu, 過身　kè-sin","老去　lāu--khì, 往生　óng-sing, 無佇咧　bô-tī--leh, 過身　kuè-sin, 過往　kuè-óng","老去矣　lāu--khì--ah, 行去矣　kiânn--khì--ah, 往生　óng-sing, 無佇咧　bô-tī--leh, 過身　kuè-sin, 轉去矣　tńg--khì--ah","老去矣　lāu--khì--ah, 行去矣　kiânn--khì--ah, 往生　óng-sing, 無佇咧　bô-tī--leh, 過身　kuè-sin, 轉去矣　tńg--khì--ah","往生　óng-sing, 過身　kèr-sin, 行去　kiânn--khìr","往生　óng-sing, 過身　kè-sin, 老去　lāu--khù, 往生　óng-sing","去囉　khìr--ooh, 往生　óng-sing, 過身　kèr-sin, 老去　lāu--khìr","往生　óng-sing, 過身　kuè-sin"
975,[方1]0978,掃墓,挂墓紙　kuì-bōo-tsuá,挂紙　kuì-tsuá,"挂紙　kuì-tsuá, 硩墓紙　teh-bōo-tsuá",硩墓紙　teh-bōng-tsuá,硩墓紙　teh-bōng-tsuá,硩墓紙　teh-bōng-tsuá,挂紙　kuì-tsuá,挂墓紙　kuì-bōo-tsuá ,"掃墓　sàu-bōng, 挂紙　kuì-tsuá",暫無資料　
976,[方1]0979,做工,作穡　tsoh-sit,作穡　tsoh-sit,作穡　tsorh-sit,作穡　tsoh-sit,作穡　tsorh-sit,作穡的　tsorh-sit--ê,做工　tsuè-kang ,做穡　tsuè-sit,"做工仔　tsuè-kang-á, 做穡　tsuè-sit","做工課　tsò-khang-khuè, 作穡　tsoh-sit"
977,[方1]0980,鐵匠,拍鐵仔師　phah-thih-á-sai,拍鐵師父　phah-thih-sai-hū,拍鐵仔師　phah-thih-á-sai,拍鐵仔　phah-thih-á,拍鐵仔師父　phah-thih-á-sai-hū,拍鐵仔師父　phah-thih-á-sai-hū,拍鐵的　phah-thih--ê,拍鐵師　phah-thih-sai,拍鐵的　phah-thih--ê,拍鐵仔　phah-thih-á
978,[方1]0981,跑堂,走桌　tsáu-toh,走桌　tsáu-toh,走桌　tsáu-toh,走桌的　tsáu-toh--ê,走桌的　tsáu-torh--ê,走桌的　tsáu-torh--ê,暫無資料　,走桌的　tsáu-toh--ê,走桌的　tsáu-toh--ê,走桌的　tsáu-toh--ê
979,[方1]0982,汽車,自動車　tsǐr-tǒng-tshia,自動車　tsīr-tōng-tshia,自動車　tsū-tōng-tshia,自動車　tsū-tōng-tshia,"じどうしゃ　ji33-loo51-sia11, 自動車　tsū-tōng-tshia","じどうしゃ　ji33-loo51-sia11, 動車　tōng-tshia",汽車　khì-tshia,"じどうしゃ　li33-lo51-sia11, 汽車　khì-tshia","自動車　tsīr-tōng-tshia, じどうしゃ　ji33-lo51-sia11","汽車　khì-tshia, じどうしゃ　gi33-loo51-sia11"
980,[方1]0983,霍亂,コレラ　khoo33-le55-lah3,コレラ　khoo33-le55-lah3,コレラ　khoo33-le55-lah3,"コレラ　khoo33-le55-lah3, 落吐症　làu-thòo-tsìng","コレラ　khoo33-le55-lah3, 落吐症　làu-thòo-tsìng","コレラ　khoo33-le55-lah3, 落吐症　làu-thòo-tsìng","霍亂　ho̍k-luān, 落吐症　làu-thòo-tsìng",落瀉吐　làu-sià-thòo ,コレラ　khoo33-le55-lah3,コレラ　khoo33-le55-lah3
981,[方1]0984,啞巴,啞口　é-káu,啞口　é-káu,啞口　é-káu,啞口　é-káu,"哦口　ónn-káu, 啞口　énn-káu",哦口　ónn-káu,啞口　é-káu,啞口　é-káu,啞口　é-káu,啞口　é-káu
982,[方1]0985,痲疹,出癖　tshut-phia̍h,"出茅仔　tshut-m̂-á, 出癖仔　tshut-phiā-á","出痲仔　tshut-muâ-á, 出癖　tshut-phia̍h",出癖仔　tshut-phiā-á,"出痲仔　tshut-muâ-á, 出癖　tshut-phia̍h",出癖仔　tshut-phia̍h-á,出癖　tshut-phia̍h,出皰仔　tshut-phōo--á,"出癖　tshut-phia̍h, はしか　ha33-si55-khah3","出癖　tshut-phia̍h, 出痲仔　tshut-muâ-á"
983,[方1]0986,浮腫,"揆水　puî-tsuí, 捾水　kuǎnn-tsuí",揆水　kuî-tsuí,"揆水　puî-tsuí, 捾水　kuǎnn-tsuí",捾水　kuānn-tsuí,捾水　kuānn-tsuí,捾水　kuǎnn-tsuí,揆水　kuî-tsuí,捾水　kuānn-tsuí,"捾水　kuānn-tsuí, 揆水　kuî-tsuí",泛　hàm
984,[方1]0987,許配,做人矣　tsuè--lâng--ah,拍定　phah-tiānn,"有擔頭矣　ū-tànn-thâu--ah, 伨人矣　thīn--lâng--ah",做人矣　tsò--lâng--ah,做人矣　tsòr--lâng--ah,做人矣　tsòr--lâng--ah,伨人矣　thīn--lâng--ah,做人矣　tsuè--lâng--ah,做人囉　tsuè--lâng--looh,"做人矣　tsò--lâng--ah, 佮人硩定矣　kah-lâng-teh-tiānn--ah, 硩定了矣　teh-tīng-liáu--ah, 過定矣　kuè-tiānn--ah"
985,[方1]0988,芋糕,芋粿曲　ǒo-kér-khiau,芋粿曲　ōo-kér-khiau,芋粿曲　ōo-ké-khiau,芋粿曲　ōo-kué-khiau,芋粿　ōo-kué,芋曲　ōo-khiau,芋粿　ōo-kér,芋粿　ōo-ké,芋粿　ōo-kér; ōo-ké,芋粿曲　ōo-kué-khiau 
986,[方1]0989,地鼠,鼢鼠　bùn-tshír,鼢鼠　bùn-tshír,鼢鼠　bùn-tshú,鼢地鼠　bùn-tē-tshí,鼢鼠　bùn-tshú,鼢地鼠　bùn-tē-tshí,暫無資料　,暫無資料　,鼢鼠　bùn-tshír,鼢鼠　bùn-tshí
987,[方1]0990,背脊,尻脊骿　ka-tsiah-phiann,巴脊　pa-tsiah,尻脊骿　ka-tsiah-phiann,尻脊骿　kha-tsiah-phiann,尻脊骿　kha-tsiah-phiann,尻脊骿　kha-tsiah-phiann,尻脊骿　ka-tsiah-phiann,尻脊骿　ka-tsiah-phiann,尻脊骿　ka-tsiah-phiann,尻脊骿　kha-tsiah-phiann
988,[方1]0991,白鷺鷥,白翎鷥　pe̍h-līng-si,白翎鷥　pe̍h-līng-si,白翎鷥　pe̍h-līng-si,白翎鷥　pe̍h-līng-si,白翎鷥　pue̍h-līng-si; pe̍h-līng-si,白翎鷥　pe̍h-līng-si,白鷺鷥　pe̍h-lōo-si,白鶶鷥　pe̍h-thâng-si,白翎鷥　pe̍h-līng-si,白翎鷥　pe̍h-līng-si
989,[方1]0992,味噌,"みそ　bi55-sooh3, 豆醬　tāu-tsiùnn","みそしる　mi33-so55-si55-luh3, 豆醬　tāu-tsiùnn","みそ　mi55-soh3, 豆醬　tāu-tsiùnn","みそ　mi55-sooh3, 豆醬　tāu-tsiùnn","みそ　mi55-sooh3, 豆醬　tāu-tsiònn",みそ　mi55-soh3,暫無資料　,みそ　mi55-soh3,"日本豆醬　li̍t-pún-tāu-tsiùnn, みそ　mi55-sooh3",みそ　mi55-sooh3
990,[方1]0993,油條,油炸粿　iû-tsia̍h-kér,油炸粿　iû-tshia-kér,"油炸粿　iû-tshia-ké, 油條　iû-tiâu",油炸粿　iû-tsia̍h-kué,油炸粿　iû-tsia̍h-kué,油炸粿　iû-tsia̍h-kué,油炸粿　iû-tsia̍h-kér,油條　iû-tiâu,油炸粿　iû-tsia̍h-ké,油炸粿　iû-tsia̍h-kué
991,[方1]0994,醬瓜,醬瓜仔　tsiùnn-kue-á,醬瓜　tsiùnn-kue,醬瓜　tsiùnn-kue,醬瓜　tsiùnn-kue,醬瓜　tsiònn-kue,醬瓜　tsiùnn-kue,醬瓜　tsiùnn-kue,醬瓜　tsiùnn-kue,醬瓜仔　tsiùnn-kue-á,"醬瓜仔　tsiùnn-kue-á, 蔭瓜仔　ìm-kue-á"
992,[方1]0995,黃牛,赤牛　tshiah-gû,赤牛　tshiah-gû,赤牛　tshiah-gû,"赤牛仔　tshiah-gû-á, 赤媽仔　tshiah-ma-á",赤牛　tshiah-gû,赤牛仔　tshiah-gû-á,牛　gû,赤牛　tshiah-gû,赤牛仔　tshiah-gû-á,"赤牛　tshiah-gû, 黃牛　n̂g-gû"
993,[方1]0996,種雞,雞種　kue-tsíng,暫無資料　,雞種仔　kue-tsíng-á,暫無資料　,暫無資料　,暫無資料　,雞種　kue-tsíng,雞種　kue-tsíng,雞種　kue-tsíng,暫無資料　
