例句編號,主編號,釋義編號,例句順序,例句,例句標音,華語翻譯
10488,10358,13943,1,我感覺腹肚飽脹，可能是食傷濟塗豆。,"Guá kám-kak pak-tóo pá-tiùnn, khó-lîng sī tsia̍h siunn tsē thôo-tāu. ",我覺得肚子飽脹，可能是吃了太多的花生。
10489,10363,13949,1,水窟仔已經飽滇矣。,Tsuí khut-á í-king pá-tīnn--ah. ,水池已經滿了。
10490,10364,13950,1,隔腹兄弟,keh-pak hiann-tī,同父異母的兄弟
10491,10367,13953,1,揤電鈴,tshi̍h tiān-lîng,按電鈴
10492,10368,13954,1,孔子公，毋敢收人隔暝帖。,"Khóng-tsú-kong, m̄ kánn siu lâng keh-mê thiap. ",即使是孔子，也不敢收人家隔夜的請帖。意即世事多變，對未來的事無法確定。
10493,10372,13958,1,伊睏佇我的隔壁房。,I khùn tī guá ê keh-piah pâng. ,他睡在我隔壁房間。
10494,10372,13959,1,伊蹛佇阮隔壁。,I tuà tī guán keh-piah. ,他是我的鄰居。
10495,10373,13960,1,稻仔飽膭,tiū-á pá-kuī,稻穀飽滿
10496,10375,13962,1,昨昏𪜶兩个做伙去電頭毛。,Tsa-hng in nn̄g ê tsò-hué khì tiān-thâu-mn̂g. ,昨天她們兩個一起去燙頭髮。
10497,10377,13964,1,你哪會行路行甲頓龜？,Lí ná ē kiânn-lōo kiânn kah tǹg-ku? ,你怎麼會走路走到跌坐在地呢？
10498,10378,13965,1,這期的稻仔生甲真飽穗。,Tsit kî ê tiū-á senn kah tsin pá-suī. ,這期稻作所收成的稻穀長得既飽滿又成熟。
10499,10380,13967,1,叫伊隔轉工才來啦！,Kiò i keh-tńg-kang tsiah lâi--lah! ,叫他明天才來啦！
10500,10381,13968,1,隔轉日伊就來矣。,Keh-tńg-ji̍t i tō lâi--ah. ,隔天他就來了。
10501,10382,13969,1,隔轉年伊閣來一遍。,Keh-tńg-nî i koh lâi tsi̍t piàn. ,隔年他又來了一次。
10502,10387,13974,1,大鼎,tuā tiánn,大鍋
10503,10387,13975,1,熱鼎炒菜,jia̍t tiánn tshá tshài,大火炒菜
10504,10387,13976,1,金鼎,kim-tiánn,
10505,10388,13977,1,一面鼓,tsi̍t bīn kóo,
10506,10393,13982,1,想袂到你竟然會曉歕鼓吹。,Siūnn bē kàu lí kìng-jiân ē-hiáu pûn kóo-tshue. ,想不到你竟然會吹嗩吶。
10507,10401,13990,1,你就愛較捷共伊鼓勵，伊才會進步。,"Lí tō ài khah tsia̍p kā i kóo-lē, i tsiah ē tsìn-pōo. ",你要常常鼓勵他，他才會進步。
10508,10405,13994,1,目睭像𪜶老爸。,Ba̍k-tsiu tshiūnn in lāu-pē. ,眼睛像他的爸爸。
10509,10405,13995,1,像你講的，這藥仔真有效。,"Tshiūnn lí kóng--ê, tse io̍h-á tsin ū hāu. ",如同你說的，這藥真有效。
10510,10406,13996,1,畫像,uē-siōng,
10511,10406,13996,2,銅像,tâng-siōng,
10512,10407,13997,1,枋仔僥去矣。,Pang-á hiau--khì--ah. ,木板變彎了。
10513,10407,13998,1,僥塗,hiau thôo,翻動土壤
10514,10407,13999,1,咱毋通僥人。,Lán m̄-thang hiau--lâng. ,我們不可以背約、失信於人。
10515,10407,13999,2,僥心,hiau-sim,變心
10516,10408,14000,1,豬跤真僫𤉙。,Ti-kha tsin oh kûn. ,豬腳很難燉煮。
10517,10408,14001,1,坐車較緊，行路較僫。,"Tsē tshia khah kín, kiânn-lōo khah oh. ",坐車較快，走路較慢。
10518,10409,14002,1,循字劃,sûn-jī-ue̍h,順著筆畫
10519,10409,14003,1,劃一條線,ue̍h tsi̍t tiâu suànn,
10520,10410,14004,1,我肉食甲足厭。,Guá bah tsia̍h kah tsiok ià. ,我肉吃得很膩。
10521,10411,14005,1,嗽幾若工,sàu kuí-nā kang,咳好幾天
10522,10411,14005,2,呿呿嗽,khuh-khuh-sàu,咳不停
10523,10412,14006,1,啉水去嗾著。,Lim tsuí khì tsa̍k--tio̍h. ,喝水太快被嗆到了。
10524,10413,14007,1,𪜶兩个咧呲啥物？,In nn̄g ê teh tshū siánn-mih? ,他們兩個在耳語什麼？
10525,10413,14008,1,有人佇咧呲。,Ū lâng tī teh tshū. ,有人在唆使。
10526,10413,14008,2,呲狗相咬,tshū káu sio-kā,挑弄狗使互咬。比喻挑撥離間。
10527,10414,14009,1,嘆一口氣,thàn tsi̍t kháu khuì,
10528,10414,14009,2,怨嘆,uàn-thàn,
10529,10415,14010,1,空嘔,khang áu,乾吐
10530,10415,14010,2,嘔血,áu-hueh,吐血
10531,10416,14011,1,嘖！你莫綴來啦！,Tsheh! Lí mài tuè--lâi--lah! ,喂！你不要跟來啦！
10532,10417,14012,1,遮的嘛攏是好的。,Tsia--ê mā lóng sī hó--ê. ,這些也都是好的。
10533,10417,14012,2,按呢嘛好,án-ne mā hó,這樣也好
10534,10418,14013,1,你是按呢講的嘛！,Lí sī án-ne kóng--ê--mah! ,你是這麼說的嘛！
10535,10418,14013,2,好嘛！你莫受氣嘛！,Hó--mah! Lí mài siū-khì--mah! ,好嘛！你不要生氣嘛！
10536,10419,14014,1,我感覺足厭𤺪的，食袂落飯。,"Guá kám-kak tsiok ià-siān--ê, tsia̍h bē lo̍h pn̄g. ",我感覺很疲困，吃不下飯。
10537,10420,14015,1,伊已經僥心愛別人矣。,I í-king hiau-sim ài pa̍t-lâng--ah. ,他已經變心愛別人了。
10538,10421,14016,1,為著欲娶你做某，就算講嘔心血，我嘛甘願。,"Uī-tio̍h beh tshuā lí tsò bóo, tō sǹg kóng áu-sim-hiat, guá mā kam-guān. ",為了娶妳為妻，就算嘔心瀝血，我也甘願。
10539,10424,14019,1,你是庄跤人，我嘛是庄跤人。,"Lí sī tsng-kha lâng, guá mā sī tsng-kha lâng. ",你是鄉下人，我也是鄉下人。
10540,10426,14021,1,真僥倖，嫁彼款的翁。,"Tsin hiau-hīng, kè hit khuán ê ang. ",真可憐，嫁給那種丈夫。
10541,10426,14022,1,你做這種僥倖事，以後會無好死。,"Lí tsò tsit tsióng hiau-hīng sū, í-āu ē bô hó-sí. ",你做這種不義之事，以後會不得好死。
10542,10427,14023,1,僥倖錢，失德了；冤枉錢，跋輸筊。,"Hiau-hīng-tsînn, sit-tik liáu; uan-óng-tsînn, pua̍h su kiáu. ",黑心錢會因為缺德之事而失去，不明不白的錢財會因為賭博輸掉。比喻不義之財，會不義地流失掉。
10543,10428,14024,1,想著誠厭氣。,Siūnn tio̍h tsiânn iàn-khì. ,想到就一肚子氣。
10544,10429,14025,1,工課僫做。,Khang-khuè oh tsò. ,工作難做。
10545,10430,14026,1,是按怎干焦你有？我嘛欲！,Sī án-tsuánn kan-na lí ū? Guá mā beh! ,為什麼只有你有？我也要！
10546,10432,14028,1,慢慢仔啉，才袂去嗾著。,"Bān-bān-á lim, tsiah bē khì tsa̍k--tio̍h. ",慢慢喝，才不會嗆到。
10547,10433,14029,1,伊猶未講完，毋通僭話。,"I iáu-buē kóng-uân, m̄-thang tsiàm-uē. ",他還沒有說完，不要搶話。
10548,10434,14030,1,嬰仔咧嘛嘛吼，哪會攏無人插伊？,"Enn-á teh mà-mà-háu, ná ē lóng bô lâng tshap--i? ",小孩在嚎啕大哭，怎麼都沒有人理會他？
10549,10435,14031,1,雨水嘈嘈滴。,Hōo-tsuí tsha̍uh-tsha̍uh-tih. ,雨水滴個不停。
10550,10436,14032,1,莫閣嘐潲矣。,Mài koh hau-siâu--ah. ,別再說大話了。
10551,10437,14033,1,莫聽伊咧講一寡嘐潲話。,Mài thiann i teh kóng tsi̍t-kuá hau-siâu-uē. ,不要聽他胡說八道。
10552,10439,14035,1,這層代誌講起來就話頭長，僫講啦！,"Tsit tsân tāi-tsì kóng--khí-lâi tō uē-thâu tn̂g, oh kóng--lah! ",這件事情說來話長，不好講啦！
10553,10441,14037,1,看圖認字,khuànn tôo jīn jī,
10554,10441,14037,2,畫圖,uē tôo,
10555,10442,14038,1,財團,tsâi-thuân,
10556,10442,14038,2,代表團,tāi-piáu thuân,
10557,10442,14039,1,團圓,thuân-uân,
10558,10442,14039,2,團結,thuân-kiat,
10559,10442,14040,1,冷氣團,líng-khì thuân,
10560,10442,14041,1,一團旅行團,tsi̍t thuân lí-hîng thuân,
10561,10443,14042,1,入境,ji̍p-kíng,進入國境
10562,10443,14042,2,出境,tshut-kíng,離開國境
10563,10443,14043,1,仙境,sian-kíng,
10564,10443,14044,1,家境,ka-kíng,
10565,10443,14044,2,順境,sūn-kíng,
10566,10444,14045,1,椅墊,í-tiām,
10567,10444,14045,2,坐墊,tsē-tiām,
10568,10444,14046,1,墊龍眼子,tiām lîng-gíng tsí,播龍眼籽
10569,10444,14046,2,墊番薯,tiām han-tsî,種番薯
10570,10445,14047,1,培墓,puē-bōng,掃墓
10571,10445,14047,2,上墓,tsiūnn-bōng,祭墓
10572,10446,14048,1,鼎墘,tiánn-kînn,鍋邊
10573,10446,14048,2,碗墘,uánn-kînn,碗邊
10574,10446,14049,1,海墘,hái-kînn,海邊
10575,10446,14049,2,溪墘,khe-kînn,溪邊
10576,10447,14050,1,歲壽,huè-siū,壽命、歲數
10577,10447,14051,1,做壽,tsò-siū,做生日
10578,10447,14052,1,壽衣,siū-i,
10579,10448,14053,1,眠夢,bîn-bāng,做夢、白日夢
10580,10448,14053,2,歹夢,pháinn bāng,惡夢
10581,10448,14054,1,昨暗我夢著中大獎。,Tsa-àm guá bāng-tio̍h tiòng tuā tsióng. ,昨晚我夢見中大獎。
10582,10449,14055,1,空思夢想,khong su bōng sióng,
10583,10450,14056,1,搶奪,tshiúnn-tua̍t,
10584,10450,14057,1,定奪,tīng-tua̍t,
10585,10459,14067,1,鬥夥計,tàu-hué-kì,勾搭姘頭
10586,10464,14073,1,墓牌頂的字攏看袂明矣。,Bōng-pâi-tíng ê jī lóng khuànn bē bîng--ah. ,墓碑上的字已經看不清楚了。
10587,10465,14074,1,只要咱團結起來，一定會成功。,"Tsí-iàu lán thuân-kiat--khí-lâi, it-tīng ē sîng-kong. ",只要我們團結起來，一定會成功。
10588,10469,14078,1,痟狗舂墓壙。,Siáu-káu tsing bōng-khòng. ,瘋狗爭著要進墓穴吃屍體。比喻爭先恐後。
10589,10470,14079,1,孵雞卵,pū ke-nn̄g,孵雞蛋
10590,10470,14080,1,粒仔孵膿矣。,Lia̍p-á pū-lâng--ah. ,膿瘡化膿了。
10591,10470,14081,1,一孵雞仔囝,tsi̍t pū ke-á-kiánn,一窩小雞
10592,10471,14082,1,你去市場買寡魚轉來。,Lí khì tshī-tiûnn bé kuá hî tńg--lâi. ,你去市場買些魚回來。
10593,10471,14082,2,一寡仔,tsi̍t-kuá-á,一點點
10594,10471,14083,1,寡婦,kuá-hū,
10595,10472,14084,1,貯甲遮實。,Té kah tsiah tsa̍t. ,裝得這麼紮實。
10596,10472,14084,2,實鼻,tsa̍t-phīnn,鼻塞
10597,10473,14085,1,欲講就愛講實的。,Beh kóng tō ài kóng si̍t--ê. ,要講就要講真的。
10598,10474,14086,1,趙家寨,Tiō-ka tsē,
10599,10474,14086,2,營寨,iânn-tsē,
10600,10474,14087,1,山寨,suann-tsē,
10601,10474,14087,2,賊寨,tsha̍t-tsē,賊窟
10602,10475,14088,1,伊對我真好。,I tuì guá tsin hó. ,他對我很好。
10603,10475,14089,1,對證件,tuì tsìng-kiānn,核對證件
10604,10475,14089,2,對數,tuì-siàu,對帳
10605,10475,14090,1,七分酒對三分水上拄好。,Tshit hun tsiú tuì sann hun tsuí siōng tú-hó. ,七分酒摻三分水剛剛好。
10606,10475,14091,1,按呢敢有對？,Án-ne kám ū tuì? ,這樣是對準的嗎？
10607,10475,14092,1,對天咒誓,tuì thinn tsiù-tsuā,對天發誓
10608,10475,14093,1,去對伊講。,Khì tuì i kóng. ,去跟他說。
10609,10475,14093,2,我對籃球無興趣。,Guá tuì nâ-kiû bô hìng-tshù. ,我對籃球沒興趣。
10610,10475,14094,1,我對基隆來。,Guá tuì Ke-lâng lâi. ,我從基隆來。
10611,10475,14094,2,伊行對車頭去。,I kiânn tuì tshia-thâu khì. ,他向車站方向走去。
10612,10475,14095,1,一對枕頭,tsi̍t tuì tsím-thâu,
10613,10476,14096,1,伊將西瓜對中央破做兩爿。,I tsiong si-kue uì tiong-ng phuà-tsò nn̄g pîng. ,他將西瓜從中剖成兩半。
10614,10476,14097,1,我對臺南遮來。,Guá uì Tâi-lâm tsia lâi. ,我往臺南這兒來。
10615,10477,14098,1,雨幔,hōo-mua,雨衣
10616,10477,14098,2,風幔,hong-mua,披風
10617,10477,14099,1,你若毋穿，無，你小幔一下。,"Lí nā m̄ tshīng, bô, lí sió mua--tsi̍t-ē. ",你如果不穿，不然你稍微披一下。
10618,10477,14100,1,你按呢共伊幔，伊會歹勢。,"Lí án-ne kā i mua, i ē pháinn-sè. ",你這樣搭他的肩膀，他會不好意思。
10619,10478,14101,1,開幕,khai-bōo,拉開簾幕、開張
10620,10478,14101,2,閉幕,pì-bōo,
10621,10478,14102,1,第一幕,tē-it bōo,
10622,10479,14103,1,廕火,ìm hué,熄火
10623,10481,14105,1,伊趁的錢愛佮我對分。,I thàn ê tsînn ài kah guá tuì-pun. ,他賺的錢要和我對分。
10624,10482,14106,1,真對不住，我無看著你。,"Tsin tuì-put-tsū, guá bô khuànn-tio̍h lí. ",真抱歉，我沒有看到你。
10625,10485,14109,1,這件代誌寧可莫予伊知。,Tsit kiānn tāi-tsì lîng-khó mài hōo i tsai. ,這件事還是別讓他知道為妙。
10626,10485,14110,1,寧可信其有，不可信其無。,"Lîng-khó sìn kî iú, put khó sìn kî bû. ",
10627,10486,14111,1,切對半,tshiat tuì-puànn,切成兩半
10628,10486,14111,2,對半分,tuì-puànn pun,分成兩半
10629,10488,14113,1,這件代誌是實在的，毋是烏白唬的。,"Tsit kiānn tāi-tsì sī si̍t-tsāi--ê, m̄ sī oo-pe̍h hóo--ê. ",這件事情是真的，不是亂騙人的。
10630,10489,14114,1,實地調查,si̍t-tē tiau-tsa,
10631,10489,14115,1,跤踏實地,kha ta̍h si̍t-tē,腳踏實地。比喻做事切實穩健。
10632,10490,14116,1,做對年,tsò tuì-nî,舉行逝世一周年的儀式
10633,10494,14120,1,這兩个囡仔不時咧冤家答喙鼓，可能是對沖的款。,"Tsit nn̄g ê gín-á put-sî teh uan-ke tap-tshuì-kóo, khó-lîng sī tuì-tshiong ê khuán. ",這兩個孩子三不五時就吵架鬥嘴，可能是彼此的性格不合吧。
10634,10495,14121,1,雞母孵岫,ke-bó pū-siū,母雞孵蛋
10635,10496,14122,1,我希望共這條數佮彼條數對拄。,Guá hi-bāng kā tsit tiâu siàu kah hit tiâu siàu tuì-tú. ,我希望把這筆帳和那筆帳相抵。
10636,10497,14123,1,你共這張紙對拗閣對拗。,Lí kā tsit tiunn tsuá tuì-áu koh tuì-áu. ,你把這張紙對折再對折。
10637,10499,14125,1,想袂到你會按呢對待我。,Siūnn bē kàu lí ē án-ne tuì-thāi--guá. ,想不到你會這樣對待我。
10638,10501,14127,1,揣伊來對指。,Tshuē i lâi tuì-tsí. ,找他來對質。
10639,10503,14130,1,對面的樓仔厝這馬攏無人蹛矣。,Tuì-bīn ê lâu-á-tshù tsit-má lóng bô lâng tuà--ah. ,對面的樓房現在都沒人住了。
10640,10503,14131,1,有一个查某囡仔按對面行過來。,Ū tsi̍t ê tsa-bóo gín-á àn tuì-bīn kiânn--kuè-lâi. ,有一個女孩從前面走過來。
10641,10509,14137,1,伊對喙就罵。,I tuì-tshuì tō mē. ,他一接口就開始罵。
10642,10509,14138,1,兩方協議，代先愛設對喙的人。,"Nn̄g hong hia̍p-gī, tāi-sing ài siat tuì-tshuì ê lâng. ",兩邊協定，事先要設定對口的人。
10643,10510,14139,1,我的位佮你對換好無？,Guá ê uī kah lí tuì-uānn hó--bô? ,我跟你交換位置好嗎？
10644,10511,14140,1,對答如流,tuì-tap jû liû,
10645,10515,14145,1,樹仔是實腹的，無親像竹仔是空殼的。,"Tshiū-á sī tsa̍t-pak--ê, bô tshin-tshiūnn tik-á sī khang-khak--ê. ",樹是實心的，不像竹子是空心的。
10646,10519,14149,1,我開的攏是實價。,Guá khui ê lóng sī si̍t-kè. ,我開出的都是實在的價格。
10647,10527,14157,1,貯甲傷實櫼。,Té kah siunn tsa̍t-tsinn. ,裝塞得太紮實。
10648,10529,14160,1,聽了人真慒。,Thiann liáu lâng tsin tso. ,聽了令人覺得煩悶。
10649,10529,14160,2,心慒慒,sim tso-tso,心中刺痛
10650,10529,14161,1,胃慒慒,uī tso-tso,胃悶痛不舒服
10651,10530,14162,1,有夠慘！,Ū-kàu tshám! ,好慘！
10652,10531,14163,1,你哪會行遮慢！,Lí ná ē kiânn tsiah bān! ,你怎麼會走這麼慢！
10653,10532,14164,1,你哪會摔甲大空細裂？,Lí ná ē siak kah tuā khang sè li̍h? ,你怎麼會摔得傷痕累累？
10654,10532,14165,1,提好，毋通摔破。,"The̍h-hó, m̄-thang siak-phuà. ",拿好，不要摔破。
10655,10532,14166,1,摔碗摔箸。,Siak uánn siak tī. ,摔碗筷表示憤怒。
10656,10533,14167,1,玻璃摔落塗跤，就去了了矣。,"Po-lê siàng lo̍h thôo-kha, tō khì-liáu-liáu--ah. ",玻璃摔到地上就完了。
10657,10534,14168,1,摖破皮,tshè-phuà phuê,擦破皮
10658,10534,14168,2,摖鼎,tshè tiánn,刷鍋子
10659,10534,14169,1,菜瓜摖,tshài-kue-tshè,絲瓜布
10660,10534,14169,2,鼎摖,tiánn-tshè,棕櫚刷
10661,10535,14170,1,摘菜,tiah tshài,
10662,10535,14171,1,摘啥人較好？,Tiah siánn-lâng khah hó? ,選誰比較好？
10663,10536,14172,1,共頭毛摠規摠，束起來。,"Kā thâu-mn̂g tsáng kui tsáng, sok--khí-lâi. ",把頭髮抓成束綁起來。
10664,10536,14172,2,這件代誌交予你來摠。,Tsit kiānn tāi-tsì kau hōo lí lâi tsáng. ,這件事情交給你總攬。
10665,10537,14173,1,伊強欲共我摧死。,I kiōng-beh kā guá tshui--sí. ,他差點把我勒死。
10666,10538,14174,1,囡仔若感冒破病，做老母的人總是會慒心。,"Gín-á nā kám-mōo phuà-pēnn, tsò lāu-bú ê lâng tsóng--sī ē tso-sim. ",孩子要是感冒生病的話，做母親的人總是會操心憂慮。
10667,10541,14177,1,慢且是，等伊來才閣講。,"Bān-tshiánn-sī, tán i lâi tsiah-koh kóng. ",等一下，等他來了再說。
10668,10545,14182,1,慢性病,bān-sìng pēnn,
10669,10547,14184,1,伊昨昏無細膩佇便所摔倒。,I tsa-hng bô-sè-jī tī piān-sóo siak--tó. ,他昨天不小心在廁所摔倒。
10670,10549,14186,1,伊對朋友真慷慨。,I tuì pîng-iú tsin khóng-khài. ,他對朋友真大方。
10671,10551,14188,1,慣勢就好。,Kuàn-sì tō hó. ,習慣了就好。
10672,10553,14190,1,慢慢仔是，免著急。,"Bān-bān-á-sī, bián tio̍h-kip. ",慢慢兒來，不要急。
10673,10554,14191,1,規公司的代誌攏是伊咧摠頭。,Kui kong-si ê tāi-tsì lóng sī i teh tsáng-thâu. ,整間公司的事務都是由他總攬。
10674,10554,14192,1,捎無摠頭。,Sa bô tsáng-thâu. ,抓不著頭緒。
10675,10556,14194,1,我予這幫車摵甲強欲吐。,Guá hōo tsit pang tshia tshi̍k kah kiōng-beh thòo. ,我被這班車晃得快吐了。
10676,10557,14195,1,予你摸一下。,Hōo lí bong--tsi̍t-ē. ,讓你摸一下。
10677,10557,14196,1,你是欲摸偌久？,Lí sī beh bong guā kú? ,你要慢吞吞地拖多久？
10678,10558,14197,1,你去摺衫好無？,Lí khì tsih-sann hó--bô? ,你去摺衣服好嗎？
10679,10559,14198,1,摻色,tshàm sik,混色
10680,10560,14199,1,我的紅茶無愛摻糖。,Guá ê âng-tê bô ài tsham thn̂g. ,我的紅茶不要加糖。
10681,10561,14200,1,這劃是撇。,Tsit ue̍h sī phiat. ,這一筆是撇。
10682,10561,14201,1,你若閣亂撇，就叫你重寫。,"Lí nā koh luān phiat, tō kiò lí tîng siá. ",你要是再用撇的，就叫你重寫。
10683,10561,14202,1,劃三撇,ue̍h sann phiat,
10684,10561,14202,2,兩撇喙鬚,nn̄g phiat tshuì-tshiu,兩撇鬍子
10685,10561,14203,1,撇過做伊走。,Phiat--kuè tsò i tsáu. ,他頭一撇就走掉了。
10686,10561,14204,1,你妝甲遮撇，欲去佗位？,"Lí tsng kah tsiah phiat, beh khì tó-uī? ",你打扮得這麼亮麗，要去哪裡？
10687,10562,14205,1,對伊的頭殼敱落去。,Uì i ê thâu-khak kháinn--lo̍h-khì. ,從他的腦袋敲下去。
10688,10563,14206,1,敲破,khà-phuà,
10689,10563,14206,2,敲門,khà-mn̂g,
10690,10563,14206,3,敲電話,khà-tiān-uē,打電話
10691,10563,14207,1,褲跤若傷長就提去敲較短咧。,Khòo-kha nā siunn tn̂g tō the̍h-khì khà khah té--leh. ,褲腳如果太長就拿去改短。
10692,10564,14208,1,敲鐘,khau tsing,
10693,10565,14209,1,頭前斡正爿就到矣。,Thâu-tsîng uat tsiànn-pîng tō kàu--ah. ,前面右轉就到了。
10694,10565,14210,1,九彎十八斡,káu uan tsa̍p-peh uat,九彎十八拐，即北宜公路一段著名的多彎道。
10695,10566,14211,1,到彼个時，夯彼个旗。,"Kàu hit ê sî, giâ hit ê kî. ",到那個時候，拿那種旗子。意指屆時再依局勢判斷該怎麼做。
10696,10566,14211,2,旗仔,kî-á,旗子
10697,10567,14212,1,規暝無睏,kui mê bô khùn,整晚沒睡
10698,10567,14212,2,無暝無日,bô-mê-bô-ji̍t,沒日沒夜、日以繼夜
10699,10568,14213,1,伊毋知咧暢啥，暢甲坐袂牢。,"I m̄ tsai teh thiòng siánn, thiòng kah tsē bē tiâu. ",他不知道在高興什麼，高興得坐不住。
